3	-0.229536	-0.446385	303.207520	19.514278
7	-0.237623	-0.461376	130.081299	12.651068
14	-35.649539	-0.219421	69.484131	6.994470
17	-0.383056	-0.730854	278.314453	118.984839
27	-1.176892	-1.918875	70.328125	28.948112
30	-16.081158	-0.803765	187.388672	7.954604
37	-1.281710	-1.167839	213.761230	9.481158
41	-39.888092	-0.939681	348.664795	7.260140
42	-0.239779	-0.465373	126.796631	219.253403
47	-0.258520	-0.489603	254.468018	133.616262
50	-62.558481	-0.271420	434.854736	7.176784
52	-0.237704	-0.461527	358.332520	246.550762
55	-0.427511	-0.813201	358.485596	169.162987
57	-52.816806	-0.268667	51.607666	7.239565
59	-0.297835	-0.572965	209.573730	12.892403
62	-28.835534	-1.753371	173.981201	7.401846
66	-23.636393	-0.788834	112.036377	7.159786
69	-0.297524	-0.572389	302.515869	92.352455
71	-1.057983	-1.823342	292.624268	8.665832
77	-0.660204	-1.244171	279.946289	120.650223
95	-1.097273	-2.000000	454.336914	30.350958
100	-46.775200	-1.208957	7.092773	7.358247
101	-0.238931	-0.463801	255.607910	24.834273
103	-0.609822	-1.150864	209.745117	218.187402
104	-0.731941	-1.199664	214.195801	9.335977
115	-0.606941	-0.885756	141.298828	7.966675
119	-34.416038	-1.159904	228.384033	6.881662
121	-73.960291	-0.289800	429.178711	7.398862
133	-3.442092	-0.223183	68.880615	7.676912
135	-56.063716	-1.242752	201.794922	7.056896
138	-1.935952	-0.647887	288.016113	7.409954
139	-50.316510	-0.835755	286.521484	7.126840
140	-1.569435	-1.898516	326.037109	12.620194
142	-55.546699	-0.048218	11.872559	7.698099
144	-37.901954	-1.296155	398.979980	7.000468
156	-0.244385	-0.473911	304.350830	20.221711
161	-0.406311	-0.650123	138.814209	8.229240
168	-0.606911	-0.983221	113.564209	7.944090
172	-0.241455	-0.468480	356.811279	182.347699
174	-68.540909	-0.350682	399.006104	7.594483
178	-43.702065	-1.884521	53.353027	7.180505
181	-22.653945	-1.998524	144.431641	7.178139
182	-0.436629	-0.764356	137.041260	9.126933
183	-0.256596	-0.456630	137.214355	9.509107
186	-1.223937	-1.307803	246.093262	13.030173
188	-59.437298	-0.837296	20.014893	7.292301
189	-46.189417	-0.845509	65.455811	7.387583
198	-1.428688	-2.000000	350.797852	22.462715
203	-0.331621	-0.608285	237.397217	8.851667
206	-1.069847	-1.762157	306.427734	8.073112
213	-84.104463	-1.840792	89.428711	7.635507
218	-0.279640	-0.470977	313.899414	8.117299
219	-1.110701	-2.000000	358.455811	33.040754
226	-72.992602	-0.704213	374.524902	7.133822
227	-76.911569	-1.897231	161.375732	7.122165
239	-32.965800	-0.993558	251.976807	7.511114
251	-0.239759	-0.465335	364.246582	97.042706
257	-46.481414	-1.712597	148.698242	7.063736
258	-0.673278	-1.236408	45.085205	14.642178
259	-1.252866	-1.896426	229.270264	18.655663
263	-0.516997	-0.942697	145.291748	9.578426
266	-1.047975	-1.962263	94.521973	23.161264
270	-12.575864	-0.312167	148.265625	7.306106
278	-68.092979	-0.445550	284.711914	7.429627
283	-0.293629	-0.565172	239.160889	13.410096
286	-0.635357	-1.198155	338.813232	190.104043
287	-49.139071	-0.572295	183.470459	7.111357
289	-75.104819	-0.192878	280.848389	7.104828
298	-28.587037	-0.255755	42.687988	7.314330
299	-4.063607	-1.718348	306.372070	14.978591
300	-0.241607	-0.468761	310.292236	20.479332
301	-1.422111	-1.496873	325.208740	19.477109
302	-0.510839	-0.892179	208.677490	14.787873
310	-58.751794	-1.749918	44.708252	7.236387
318	-0.261477	-0.505589	356.548584	85.961721
321	-81.310799	-0.691549	37.163086	7.382554
323	-71.103266	-1.960911	74.984131	6.982771
335	-1.175349	-1.545567	86.637451	18.348920
349	-1.672369	-1.857615	68.812744	21.358197
351	-0.307484	-1.703415	376.389404	7.291390
359	-85.628496	-1.665559	390.661621	6.941762
366	-1.305960	-1.992534	136.935791	9.997672
369	-1.088602	-2.000000	411.439209	16.275432
372	-1.164446	-1.961412	369.389404	33.200963
376	-0.670519	-1.263274	261.872559	112.153214
377	-47.300106	-0.338195	98.292236	7.039771
379	-0.625944	-1.008959	270.576172	8.514326
383	-51.729877	-0.228638	71.518555	7.362698
388	-64.168603	-0.253331	124.842529	7.343262
389	-1.731996	-1.827901	14.469727	18.025912
390	-85.330221	-0.419409	57.001465	6.911878
391	-10.379532	-1.123381	6.941162	7.153020
392	-6.495281	-1.881137	265.207764	7.337428
393	-18.890482	-1.204070	30.950684	7.271905
396	-0.253612	-0.491013	187.433838	208.183400
398	-72.870690	-1.720783	453.551758	7.139796
400	-86.677767	-0.016260	452.831543	8.799685
402	-27.464783	-1.161970	212.689453	7.138706
405	-73.006361	-0.062549	261.668457	7.321325
407	-80.401331	-0.200087	120.271240	7.599823
410	-74.230275	-0.305899	326.486572	7.245151
411	-55.265099	-1.215536	398.228271	7.262953
416	-1.226006	-0.774932	135.343506	7.852219
417	-16.848656	-0.397486	442.946045	7.249795
421	-21.500874	-1.591245	233.392334	7.065727
422	-1.041585	-1.831388	395.906250	17.390738
423	-0.382485	-0.664311	331.608154	21.797726
426	-1.068353	-2.000000	76.248535	29.797994
428	-1.578955	-1.992987	64.182861	7.611558
429	-0.373929	-0.713947	187.749268	9.847013
431	-83.865579	-0.327493	420.693115	7.276949
434	-60.568277	-1.759990	419.901367	7.540609
436	-1.235941	-1.832888	324.131836	19.521466
438	-0.224006	-0.436133	145.387207	72.388517
440	-15.986405	-0.229299	223.652100	7.276826
441	-47.294646	-1.575756	215.464355	7.125214
443	-0.810138	-1.336339	328.978271	8.116256
445	-0.474911	-0.900998	246.791016	163.058257
448	-58.834358	-0.297671	282.456787	7.427013
450	-5.984161	-0.414992	279.752197	7.720182
453	-64.525354	-0.751038	361.491699	7.116174
455	-0.452627	-0.859723	134.465576	110.336086
456	-42.365343	-0.050652	308.517334	7.819998
458	-0.373427	-0.568083	291.249756	7.955602
464	-0.279830	-0.539602	352.821045	15.723361
469	-0.335745	-0.643207	342.598633	14.693591
472	-43.374485	-0.099179	454.254395	7.543765
475	-16.961755	-1.858088	444.253174	7.003703
477	-1.321754	-1.259805	215.531250	17.515019
479	-0.203835	-0.398735	346.665771	13.267605
484	-5.792727	-1.142307	328.128662	7.425575
485	-0.239806	-0.460848	145.708984	13.142351
493	-61.775831	-0.553951	400.896973	7.159676
494	-3.553598	-1.501736	101.132812	17.325399
495	-42.727652	-0.027111	98.101318	7.894089
500	-32.247140	-0.499428	40.830566	7.335394
503	-1.492221	-1.842301	143.843750	7.802613
505	-0.987424	-1.850136	433.723389	22.156817
507	-76.843691	-0.012888	457.470703	11.142349
509	-7.444230	-0.178624	149.400879	7.394889
511	-0.356268	-0.599840	222.062500	13.858048
513	-1.071513	-2.000000	343.050049	24.365961
514	-13.741909	-1.742878	130.510498	7.576416
520	-1.138718	-2.000000	239.811768	8.950206
521	-41.714278	-0.099651	81.644287	7.641269
522	-34.290835	-1.912018	77.221191	7.251545
523	-0.447182	-1.804480	154.077881	14.363980
524	-71.719877	-0.151932	385.732178	8.176296
525	-50.526811	-0.474615	208.223145	6.618282
529	-0.190845	-0.107628	300.492920	13.464930
530	-39.925696	-1.042003	35.701660	7.162827
531	-27.276505	-0.281469	308.419434	7.511130
534	-0.216417	-0.422064	233.170410	12.093901
536	-0.457055	-0.867925	171.914062	254.011881
537	-67.501680	-0.046558	399.416260	7.552388
541	-18.959850	-0.171038	276.803955	7.044799
542	-42.519835	-1.644285	255.142822	6.553873
544	-0.185555	-0.364834	102.843506	21.829635
545	-80.498250	-0.645374	249.552246	6.847851
547	-56.459713	-1.414344	353.004150	7.442547
548	-0.381584	-0.728126	321.477295	8.026817
549	-56.596843	-0.321843	359.155762	6.756094
551	-7.812285	-1.219980	138.188721	8.640976
552	-49.734374	-0.093092	214.938477	6.905405
554	-61.996317	-0.355743	12.969971	6.966114
557	-33.922118	-0.052420	266.804443	7.194276
558	-0.697126	-1.312548	333.184814	223.609116
560	-0.598853	-1.130550	119.062744	78.544219
561	-1.461565	-2.000000	68.185059	29.003962
562	-31.614195	-0.558309	170.614258	7.067045
563	-1.301124	-1.803644	177.339600	16.247748
564	-42.977595	-1.237052	264.223877	7.115390
565	-0.233459	-0.453659	362.506104	19.453114
567	-40.733251	-0.179021	75.160889	6.701738
569	-30.473512	-0.947678	354.561768	7.102090
570	-36.053229	-0.086790	206.189209	7.080997
571	-11.821168	-0.016577	457.988281	13.898072
572	-68.198249	-0.411860	140.466553	7.580465
573	-1.079181	-1.996715	50.540039	24.988345
575	-62.313932	-1.500708	209.628906	7.155263
