52	10.734346	10.922283
218	12.472791	12.517349
168	16.065438	16.100157
259	23.390190	23.460577
69	17.919719	18.051406
188	26.862887	26.884501
27	19.540737	19.778806
213	24.592672	24.658065
139	20.255698	20.408146
104	29.628190	29.696781
133	17.478932	17.529449
57	24.204924	24.297379
55	17.836483	17.968992
172	28.334935	28.360522
140	18.109177	18.225461
77	16.801941	16.881998
119	25.639104	25.660264
182	27.526323	27.651261
3	15.514080	15.538427
181	24.613806	24.638533
198	28.145151	28.206318
115	31.791433	31.888065
156	29.175402	29.251036
59	22.668654	22.726291
189	13.079662	13.170245
206	18.213983	18.273120
71	9.362315	9.665062
103	14.097531	14.156377
17	20.929810	21.047854
30	25.714106	25.766730
37	13.058267	13.094249
47	29.293675	29.298571
121	9.497644	9.691420
42	24.447566	24.486840
50	28.141079	28.173124
144	26.843279	26.874952
178	26.519175	26.548536
161	12.589013	12.686558
257	10.107840	10.186621
95	23.712385	23.789025
226	23.581439	23.657160
203	11.718637	11.746579
219	13.394702	13.436292
227	27.272856	27.362251
62	17.064772	17.111697
174	29.835809	29.846231
258	26.423634	26.534502
14	25.616584	25.643357
186	17.517994	17.529757
142	18.054702	18.086580
100	22.309559	22.339233
41	18.536431	18.564634
66	23.378294	23.479636
135	9.483517	9.686568
138	13.885822	13.919852
183	17.145297	17.485643
7	14.664144	14.741983
251	12.190593	12.268560
239	27.316048	27.370880
101	13.845325	13.870222
