2	-0.046640	-0.094376	257.093750	227.275567
3	-0.043463	-0.069313	289.180176	53.982110
4	-0.000380	-0.006247	246.806152	19.012267
6	-0.017146	-0.040180	40.987305	2277.208484
7	-0.000031	-0.017442	16.311035	775.885624
8	-0.000228	-0.198556	308.437256	978.697564
10	-0.000049	-0.029248	292.703125	596.835036
11	-0.053257	-0.106657	130.393311	11.786728
12	-0.000278	-0.177227	279.014893	24.253933
13	-0.002108	-0.015093	409.262451	74.134453
14	-0.010486	-0.024830	160.914551	269.026803
15	-0.350215	-0.652331	308.875244	9.229968
16	-0.000554	-0.365338	230.648193	27.866969
18	-0.452012	-0.839856	413.428223	9.370637
20	-0.005048	-0.023234	157.378906	65.792298
21	-0.000210	-0.133280	399.295410	104.014482
22	-0.289195	-0.533334	269.289307	10.761283
23	-0.000028	-0.015941	429.886719	480.235136
24	-0.126004	-0.224954	147.550049	16.903397
26	-0.002381	-0.012772	103.740723	19.014004
27	-0.000011	-0.015286	355.817383	33.548264
28	-0.003259	-0.017328	239.013916	10.460421
29	-0.000485	-0.005715	167.460205	168.893793
30	-0.002054	-0.003660	77.404053	276.612526
32	-39.207579	-0.041856	434.951660	17.205057
33	-0.010745	-0.025845	79.194824	10.480178
35	-0.010672	-0.029911	34.050781	1416.897945
38	-0.000037	-0.050736	57.339600	1480.569844
39	-0.000468	-0.003755	21.423584	3125.568993
41	-0.004122	-0.017050	305.259521	512.147985
42	-0.003733	-0.018465	3.585938	274.331655
43	-0.171820	-0.187246	441.870850	243.082380
44	-0.246978	-0.451304	339.379395	10.672038
45	-0.001355	-0.004449	389.168701	175.647785
46	-0.034929	-0.080934	138.809326	13.776361
47	-0.063773	-0.114695	369.942871	14.639677
48	-0.004291	-0.012033	310.456787	171.262014
49	-0.062819	-0.130289	7.524902	17.049254
50	-0.000011	-0.008070	88.401367	14.716354
51	-0.000077	-0.001553	401.566162	42.204045
52	-0.000298	-0.207153	226.414795	342.354248
53	-0.123249	-0.222378	107.097412	12.637185
54	-0.000947	-0.007250	88.502930	12.608331
58	-0.000026	-0.026023	180.832031	350.782630
59	-0.000010	-0.002146	435.232422	14.560642
60	-0.040992	-0.095449	89.002930	125.759467
61	-0.005622	-0.022369	424.945068	29.799262
62	-0.000009	-0.019584	40.082031	67.679616
63	-0.003346	-0.016979	132.984375	42.558090
65	-0.000203	-0.129768	355.048096	816.607042
66	-0.000016	-0.013050	362.556152	50.556690
67	-0.000061	-0.039709	421.118164	28.930561
68	-0.024843	-0.032073	116.091797	134.449375
69	-0.076803	-0.162697	149.045166	169.201313
70	-0.103789	-0.179140	29.570801	12.351289
71	-0.011140	-0.029499	174.164551	165.056044
72	-0.000063	-0.057775	243.884766	1033.141421
73	-0.005271	-0.023674	271.988770	550.034190
75	-0.000070	-0.051517	284.062256	25.726822
76	-0.230601	-0.123733	193.458496	694.783760
77	-0.000020	-0.014747	163.769775	151.349000
79	-0.082810	-0.208047	200.539795	11.183714
80	-0.067774	-0.120954	388.089844	9.920304
81	-0.770296	-1.305610	53.387207	10.070705
82	-0.015333	-0.045667	265.824219	153.986582
83	-0.047223	-0.096902	31.480469	13.858134
84	-0.029842	-0.060540	79.033203	15.317336
85	-0.004883	-0.010725	248.050537	236.081291
87	-0.022430	-0.043966	318.125000	16.743473
89	-0.019417	-0.036842	287.313965	551.969869
90	-0.010158	-0.029563	165.023682	780.567976
91	-0.076881	-0.080546	116.801270	320.880855
92	-0.446089	-0.251861	300.010254	128.192234
93	-0.019214	-0.033765	389.913086	581.102750
95	-0.000613	-0.005067	307.532227	22.515993
96	-0.017100	-0.030794	258.570312	57.966437
97	-0.007417	-0.025511	209.273682	256.705758
98	-0.076839	-0.076951	61.487793	54.865622
100	-0.006117	-0.022350	244.499268	1820.999254
101	-0.000330	-0.004840	9.597656	20.371072
102	-0.685309	-0.353035	183.209717	9.471709
104	-0.013963	-0.035121	99.775879	292.872280
105	-0.006024	-0.022643	283.266846	114.317186
106	-0.004941	-0.007008	340.439209	276.333730
107	-0.000133	-0.099237	270.911865	87.838036
109	-0.000345	-0.003451	43.595703	379.777701
111	-0.054677	-0.090582	85.239990	16.631565
112	-0.085375	-0.112293	104.057617	269.835084
114	-0.040314	-0.069999	311.840088	6801.348345
116	-0.020297	-0.022200	69.691162	62.637502
118	-0.006037	-0.022339	181.802979	176.836311
119	-0.009851	-0.026378	2.963623	131.629092
120	-0.000912	-0.005106	341.175781	32.589087
121	-0.165844	-0.302371	398.458984	14.323179
122	-0.108718	-0.191818	236.828125	17.274578
125	-0.005517	-0.024384	425.012939	2924.135389
126	-0.036050	-0.031589	298.648926	574.135328
129	-0.133503	-0.216344	400.703857	10.216580
131	-0.114276	-0.196209	280.707520	14.567427
132	-0.000320	-0.247974	239.947998	587.210141
135	-0.000037	-0.031135	265.757080	162.092477
136	-0.033220	-0.072989	1.276367	11.796464
137	-0.040569	-0.078645	371.844238	105.844463
138	-0.000043	-0.056264	309.822021	418.818412
139	-0.016983	-0.032115	329.802490	13.679526
140	-0.010156	-0.030327	392.255371	155.133985
141	-0.000015	-0.020676	50.428467	16.207465
142	-0.023808	-0.041609	172.993896	441.982339
143	-0.000457	-0.294120	54.154297	105.226667
144	-0.022964	-0.038553	170.722168	63.861584
146	-0.053127	-0.098377	352.401123	21.539200
151	-0.206983	-0.125872	38.010010	1025.415398
152	-0.008170	-0.023383	4.400146	15.701381
153	-0.000404	-0.003728	145.573486	499.759326
155	-0.023422	-0.042402	363.986084	61.551600
156	-0.000363	-0.004389	145.551270	77.322713
