47	8.034511	0.845119	2.326373	8.963285	54.287478	22.079064	4.582104
57	16.100203	0.880657	2.436662	3.434143	230.930399	33.599632	1.405677
52	8.629723	0.763624	2.693590	6.803812	271.657375	30.607090	1.795973
30	10.092454	0.911059	2.070743	7.618104	244.940626	12.648389	2.937854
37	6.328598	0.710553	2.983951	9.066725	340.185374	12.161168	3.056352
7	12.802549	0.842825	2.398071	4.667758	136.259572	11.524814	3.603020
50	5.993553	0.710223	2.989597	9.728810	208.720931	175.787574	0.009558
3	10.837265	0.757570	2.988252	4.514579	167.636752	316.165412	2.655494
66	15.974116	0.866402	2.661848	3.159517	270.481595	361.822124	5.974175
55	1.578338	0.362968	16.154627	8.527976	89.055933	22.079064	2.932255
69	1.741934	0.362201	13.110264	9.206955	231.920628	33.599632	0.562059
42	1.995927	0.519439	22.995713	4.936947	129.333854	30.607090	2.382861
62	1.350252	0.378561	22.417313	7.674115	245.474812	12.648389	1.633770
41	1.105230	0.337484	23.617687	9.155807	120.841308	12.161168	0.688637
27	1.685672	0.425297	20.630934	6.448636	292.488109	11.524814	2.628822
17	1.115310	0.324013	21.274346	9.906578	276.985125	175.787574	1.191782
59	2.780184	0.609729	19.613872	3.924978	210.724590	316.165412	2.174424
14	1.576836	0.350512	14.370305	9.487965	282.503512	361.822124	0.303426
