3	11.276254	11.378717
7	24.685368	24.733399
14	18.144583	18.232704
17	18.120502	18.228269
27	17.182484	17.229762
30	27.313471	27.352007
37	30.193602	30.285842
41	15.124602	15.306887
42	11.541062	11.856984
47	20.600160	20.653302
50	27.518917	27.740103
52	15.632534	15.691885
55	35.980565	36.029164
57	38.853782	38.962646
59	22.174263	22.206679
62	30.561424	30.589786
66	14.730286	14.795556
69	11.295478	11.310004
71	18.966290	19.106581
77	32.230345	32.245320
95	11.976593	12.028576
100	20.875822	20.948839
101	32.195007	32.263884
103	28.949638	28.993939
104	26.125923	26.150940
115	37.437762	37.478603
119	24.061471	24.181826
121	18.162518	18.196791
133	39.362629	39.462732
135	16.770426	16.801425
138	35.500321	35.564101
139	29.519269	29.536553
140	11.304178	11.362140
142	33.908707	34.022761
144	25.784721	25.840304
156	20.528544	20.628922
161	37.007714	37.028781
168	23.752387	23.830345
172	15.112722	15.164959
174	9.949048	10.286858
178	38.248395	38.304744
181	29.384497	29.453663
182	30.635688	30.662335
183	32.478574	32.546191
186	19.505617	19.596770
188	35.074000	35.113137
189	38.357622	38.452959
198	29.071454	29.089857
203	32.159889	32.213748
206	27.155056	27.182878
213	29.610758	29.668482
218	25.870804	25.883294
219	11.594788	11.664508
226	23.609569	23.623194
227	21.989750	22.048627
239	25.222324	25.302352
251	17.083723	17.101373
257	39.147643	39.207337
258	36.375728	36.424821
259	12.290270	12.479175
263	19.032973	19.058050
266	19.997276	20.032271
270	14.509308	14.534275
278	35.533968	35.652816
283	31.785000	31.806639
286	26.018413	26.053726
287	16.831063	16.878834
289	33.177332	33.267378
298	23.070493	23.174379
299	39.004219	39.074366
300	18.436629	18.453100
301	21.371558	21.394968
302	36.831057	36.845234
310	30.901312	30.911420
318	13.069481	13.150779
320	18.117416	18.162709
321	38.708353	38.788923
323	22.243808	22.293731
324	22.953986	23.010426
335	29.006168	29.025962
349	16.760092	16.803781
351	39.359057	39.406976
359	39.966548	40.019570
366	36.507419	36.575767
369	12.886074	12.931152
372	20.640592	20.739703
376	17.401911	17.445082
377	21.249040	21.289757
379	28.676742	28.728531
383	19.030266	19.096533
388	34.548184	34.610158
389	33.836998	33.867911
390	17.268617	17.318266
391	16.629620	16.698376
392	9.034340	9.082589
393	34.368662	34.373681
396	15.025704	15.094636
398	16.624725	16.814150
400	21.346183	21.367426
401	17.461941	17.542243
402	16.455650	16.507310
405	21.075328	21.115065
407	14.125435	14.213023
410	34.445362	34.505487
411	21.455394	21.526730
416	30.679455	30.747954
417	14.609330	14.681808
421	22.248022	22.306810
422	12.572747	12.631296
423	35.671399	35.746640
426	24.458767	24.542825
428	33.927460	34.012243
429	26.703898	26.764473
431	22.836654	22.860142
434	30.811514	30.871753
436	30.286595	30.347003
438	25.899838	25.966964
440	30.299177	30.382724
441	19.842438	19.878452
443	37.020163	37.152124
445	29.057779	29.093491
448	37.530929	37.563891
450	20.398091	20.454917
453	36.146766	36.211833
455	23.575618	23.587447
456	13.863093	13.887243
458	19.962017	20.052774
464	24.820171	24.918859
469	36.662580	36.741678
472	28.777787	28.864736
475	14.102495	14.266073
477	24.293713	24.404466
479	38.954662	38.992550
484	36.694161	36.807989
485	20.650722	20.724161
493	19.618184	19.675687
494	39.880488	39.974425
495	10.114949	10.257057
500	28.324692	28.420893
503	27.375817	27.454470
505	16.061895	16.068587
507	33.826360	33.952651
509	25.831643	25.872860
511	26.200021	26.344906
513	35.388327	35.394412
514	16.685160	16.791157
520	23.193626	23.225262
521	26.648592	26.670662
522	32.399869	32.444889
523	25.939164	26.008503
524	10.884946	10.905208
525	14.356645	14.425470
529	27.878834	27.915151
530	26.615002	26.677094
531	18.990587	19.022623
534	31.057094	31.123511
535	35.224539	35.228011
536	27.577006	27.590184
537	31.895235	31.928003
541	12.404520	12.446048
542	31.322269	31.367426
544	17.877096	18.011489
545	34.346930	34.478676
547	17.913400	18.015907
548	38.567127	38.648228
549	14.461208	14.492423
551	17.921157	17.938644
552	25.895909	25.902269
554	14.514425	14.610903
557	25.209124	25.223711
558	23.758257	23.793434
560	36.196426	36.284183
561	26.973619	27.028524
562	36.419624	36.465697
563	40.468235	40.565349
564	39.971008	40.018729
565	21.000781	21.003533
566	17.891328	17.933871
567	32.268942	32.325566
569	16.661393	16.700759
570	13.862479	13.970259
571	20.320522	20.383968
572	35.517811	35.589224
573	22.403115	22.460478
575	37.256787	37.387851
577	13.463709	13.480792
578	15.753928	15.848185
579	18.463508	18.490795
580	15.979169	16.129962
581	25.124382	25.126901
582	33.782883	33.840608
584	26.703707	26.744331
585	19.915358	19.921560
586	32.425565	32.496602
587	36.575494	36.623549
588	31.616715	31.731293
589	15.354354	15.388577
590	30.862228	30.938934
