3	13.065455	13.222414
7	11.660238	11.734438
14	10.517328	10.616268
17	12.963592	13.037068
27	10.893323	10.923690
30	11.415008	11.708526
37	10.443381	10.462645
41	12.179287	12.215896
42	12.006293	12.068830
47	10.275391	10.279324
50	13.962334	14.145186
52	13.337560	13.419869
55	12.504702	12.600572
57	12.061212	12.305840
59	12.985596	13.121388
62	13.307466	13.348836
66	10.163119	10.255741
69	12.299445	12.451618
71	10.570237	10.589126
77	12.075361	12.088386
95	13.045401	13.163148
100	11.759274	11.793359
101	12.343580	12.416868
103	9.706601	9.832542
104	11.016477	11.146826
115	9.873261	9.892414
119	9.538950	9.610472
121	13.885649	13.941110
133	10.382274	10.491370
135	12.040326	12.069842
138	10.779944	10.815450
139	11.764898	11.812993
140	14.040065	14.097189
142	12.453467	12.651206
144	10.958319	11.299042
156	7.977033	8.029700
161	11.153900	11.165266
168	10.299987	10.389403
172	13.563738	13.618344
174	10.449368	10.492334
178	12.674945	12.728377
181	10.332366	10.401049
182	12.566153	12.680192
183	9.987837	10.208595
186	12.281957	12.315206
188	11.494064	11.702794
189	11.095419	11.115220
198	11.706312	11.910497
203	12.840781	12.912953
206	13.603840	13.677918
213	10.604508	10.693526
218	12.823309	13.240909
219	12.283039	12.516529
226	11.046580	11.089222
227	11.761912	11.768320
239	12.225994	12.541121
251	12.162442	12.267997
257	12.713348	12.754022
258	13.756474	13.785996
259	10.507906	10.575565
263	11.963261	11.991084
266	11.190460	11.232407
270	12.384993	12.581826
278	12.736885	12.962393
283	9.290240	9.600664
286	11.121075	11.265607
287	12.643152	12.683467
289	12.429034	12.671511
298	9.716711	9.736182
299	12.563632	12.596394
300	13.260297	13.269067
301	13.595795	13.652558
302	10.580588	10.684706
310	10.516516	10.851143
318	11.134693	11.197869
320	11.069622	11.134777
321	11.419066	11.485329
323	12.298944	12.435703
324	13.566281	13.649384
335	11.647959	11.753516
349	11.029182	11.046227
351	12.581150	12.696134
359	10.490388	10.730555
366	11.989494	12.000150
369	11.846218	11.934680
372	12.626815	12.717376
376	10.847640	10.941453
377	12.518308	12.533307
379	10.471935	10.616921
383	12.815397	12.862284
388	11.851648	11.909451
389	10.015714	10.395951
390	9.348657	9.599049
391	13.488243	13.574637
392	11.707479	11.863612
393	13.276436	13.294685
396	9.247176	9.465317
398	10.508339	10.924127
400	11.155031	11.185647
401	9.318744	9.327976
402	13.522174	13.640951
405	10.824433	10.939743
407	11.350792	11.375828
410	13.449032	13.572861
411	14.097195	14.163284
416	12.440498	12.592885
417	13.945212	13.953058
421	11.304915	11.490054
422	11.446103	11.468369
423	12.318900	12.440082
426	10.065502	10.377961
428	11.606259	11.712020
429	12.555881	12.604339
431	12.923946	13.098034
434	11.301414	11.334422
436	9.601188	9.832150
438	13.245692	13.303485
440	10.037291	10.174167
441	9.453979	9.531636
443	12.857686	12.953368
445	9.973958	10.088677
448	12.178791	12.245885
450	12.622681	12.678215
453	8.076050	8.310552
455	9.835537	9.846763
456	13.713760	13.775484
458	10.896017	11.143410
464	11.603459	11.669327
469	11.935965	12.080754
472	12.745474	12.879699
475	10.164995	10.251369
477	12.249001	12.301415
479	10.695377	10.714813
484	13.956484	14.150283
485	12.599013	12.716941
493	11.594570	11.690077
494	12.382844	13.096232
495	11.605193	11.651799
500	11.926322	12.143637
503	13.717919	14.124967
505	9.531795	9.704638
507	12.216644	12.249201
509	12.281091	12.352504
511	13.389846	13.405682
514	9.166445	9.469351
520	9.636226	9.782371
521	10.551508	10.610979
522	10.570593	10.676908
523	13.042900	13.046178
524	11.580723	11.722851
525	9.538869	9.591780
529	10.300930	10.390707
530	12.551424	12.873916
531	13.032217	13.339815
534	10.356015	10.374807
535	12.430659	12.578579
536	8.894363	8.901199
537	12.647697	12.734085
541	9.793660	9.856168
542	11.774575	11.789891
544	7.583712	7.864723
545	14.475173	14.516537
547	11.034184	11.308704
548	10.834434	10.901189
551	11.740968	11.752910
552	11.457009	11.491972
554	11.434875	11.508458
557	10.958483	10.982881
558	13.843277	13.852540
560	9.692422	10.557745
561	10.539840	10.616398
562	12.416575	12.443966
563	9.873596	10.023778
564	12.263379	12.390591
565	11.947573	12.077457
566	13.861095	13.886955
567	12.861145	12.892877
569	12.415703	12.469144
570	11.140513	11.314015
571	12.049820	12.135111
572	11.799164	11.861369
573	11.448657	11.516226
575	11.278904	11.471234
577	10.552868	10.623900
578	11.997686	12.061889
579	12.505846	12.587255
580	11.164398	11.204056
581	10.029140	10.193942
582	12.616221	12.691863
584	9.773136	9.868144
585	12.433158	12.529072
586	13.751922	13.819660
587	10.717856	10.796133
588	10.815306	10.859801
589	10.204120	10.225288
590	10.227010	10.375351
