456	29.291941	1.099382	1.999264	2.021884	297.894761	11.888196	2.438944
405	23.370115	1.037264	2.921143	1.834158	297.404536	12.087246	4.041899
567	18.518917	0.915609	2.571190	2.725980	122.801526	11.363623	2.879288
139	26.114500	1.055080	2.357854	1.970805	223.605076	11.882674	3.428211
174	37.051398	1.210081	1.649630	1.849495	114.389690	11.752943	5.915398
100	31.371094	1.147187	1.649591	2.268314	237.382221	12.703474	2.425954
569	44.827774	1.304762	1.492934	1.625479	210.382625	10.136339	6.039338
142	17.548401	0.895834	2.785882	2.683515	321.926046	10.842890	5.688486
531	32.610929	1.181312	2.361784	1.519281	187.728753	12.851234	1.230192
391	17.431380	0.896781	2.532916	2.979019	129.266754	12.670791	0.435810
562	31.474986	1.195235	1.432935	2.635592	135.747921	11.366970	0.633207
390	24.542541	1.069716	2.951856	1.717945	290.377658	11.860398	0.114491
522	31.066399	1.200659	2.731908	1.408835	254.554516	10.832144	0.593403
448	26.016843	1.079260	1.739743	2.704738	125.280669	10.564363	4.291458
434	28.120077	1.108088	1.690920	2.530972	121.026702	11.391095	0.447291
472	27.773137	1.104258	1.693447	2.566411	275.242283	11.060057	2.004183
554	24.773427	1.045331	1.886788	2.634033	118.190752	11.750968	5.308508
144	34.040883	1.194036	2.239610	1.518471	305.465015	10.233204	0.146222
30	28.794404	1.092402	2.091112	1.973545	276.560557	12.923184	5.117456
453	38.037708	1.225335	1.865967	1.585390	120.337195	12.958632	1.770946
547	19.448623	0.936663	2.378965	2.780965	121.209429	30.944851	0.742452
227	30.427227	1.141798	1.623190	2.397277	346.659895	26.082891	4.377729
524	32.239708	1.142529	1.867431	1.929437	193.567699	19.285828	3.951764
14	37.859806	1.232507	1.986179	1.501693	192.660537	34.413851	5.513319
398	29.314073	1.101892	2.129712	1.897572	303.199892	30.541935	4.618588
557	24.236115	1.035271	2.656282	1.920293	336.812144	14.878508	5.048420
500	27.400097	1.096328	1.719478	2.567370	346.500266	37.327816	1.772075
289	23.091874	1.000682	2.222775	2.420092	288.344546	34.676117	1.114886
62	19.446024	0.937894	2.347863	2.819540	194.064896	38.493997	4.716252
509	36.008565	1.219963	1.474321	2.155544	120.875179	31.771585	5.069492
495	31.216739	1.154804	2.372072	1.591351	294.286729	28.402456	6.223527
298	28.292126	1.112791	1.672839	2.541192	239.601062	22.547291	2.592553
440	30.326296	1.166563	1.504083	2.617256	206.055502	37.981855	2.337459
50	19.256104	0.937515	2.918217	2.298044	326.588596	35.981917	4.878347
410	17.026957	0.886563	2.945011	2.633547	127.799371	11.356560	2.141332
226	21.415914	0.976156	2.693436	2.190073	223.156276	10.791009	5.848121
421	28.289035	1.088833	1.887382	2.236373	102.838411	21.293901	5.393566
570	35.316203	1.199959	1.556275	2.084066	217.165160	34.316600	2.695449
135	32.708454	1.201446	2.494773	1.440671	114.075819	39.618284	4.717862
493	34.729268	1.191858	2.104244	1.572626	129.704479	14.512507	4.740933
525	46.650966	1.326101	1.595261	1.450287	129.381562	337.652286	0.647946
186	23.376316	1.005954	2.192283	2.418257	262.302576	252.356343	5.670907
323	40.270131	1.262156	1.455022	1.902970	286.511220	487.965759	3.174594
259	20.238286	0.957446	2.854913	2.213713	245.842191	436.847569	5.192785
436	24.048964	1.047384	1.814048	2.852106	340.543137	435.331482	2.010931
563	27.274062	1.084172	2.460036	1.798868	193.717645	287.477264	5.626738
523	30.155647	1.113279	1.898738	2.056613	171.428022	265.927801	2.445426
529	21.630479	0.977352	2.232109	2.608882	317.149782	209.362829	0.068095
551	29.521609	1.113421	2.274736	1.766077	155.898960	122.550199	5.688683
310	42.564537	1.278824	1.695767	1.523168	340.805635	445.888951	0.573571
335	22.860352	1.027363	2.951335	1.863602	103.038619	425.160404	2.006307
301	27.657156	1.109536	2.640213	1.657954	342.469707	499.887069	5.969415
266	15.950247	0.862085	2.903198	2.887516	110.789978	498.654735	5.972841
299	17.261364	0.890093	2.831724	2.692993	322.785778	322.172682	3.603017
477	22.037842	0.981173	2.356640	2.413446	231.925277	407.594966	3.969950
423	16.526673	0.874517	2.874999	2.794337	348.241199	477.906292	2.817666
494	29.077938	1.147345	1.541588	2.685875	118.449141	439.858956	1.842298
213	38.514708	1.226583	1.713573	1.698512	238.463571	198.939241	2.065060
140	29.079509	1.167219	1.472364	2.828094	342.325634	280.217654	4.225558
37	27.606308	1.077944	1.920529	2.262948	230.774461	151.663766	4.727309
377	8.705185	0.763534	2.691904	6.705332	297.894761	12.862153	2.438944
416	9.594580	0.752339	2.833746	5.567368	297.404536	11.818524	4.041899
168	9.158046	0.985753	1.908806	9.623468	122.801526	10.685928	2.879288
407	11.180799	1.144047	1.576083	9.386697	223.605076	12.015102	3.428211
542	13.447303	1.010925	1.764696	6.289708	114.389690	11.854385	5.915398
257	9.394248	0.910432	2.083372	8.299920	237.382221	11.074488	2.425954
321	6.886484	0.758130	2.708824	9.086111	210.382625	10.340673	6.039338
514	7.562988	0.744950	2.777169	7.776004	321.926046	12.014720	5.688486
359	14.382356	1.216127	1.411123	7.648253	187.728753	11.560923	1.230192
564	11.005984	0.865614	2.217196	6.209261	129.266754	12.316955	0.435810
545	12.915245	0.908119	2.067858	5.465514	135.747921	11.560491	0.633207
388	10.017114	1.051031	1.755372	9.486079	290.377658	12.556545	0.114491
181	10.979489	1.136883	1.591785	9.502090	254.554516	11.655721	0.593403
549	10.161403	0.958452	1.940184	8.165507	125.280669	11.682814	4.291458
121	8.127427	0.728529	2.908656	6.695149	121.026702	12.629961	0.447291
475	11.824525	0.956117	1.917125	6.746048	275.242283	11.210449	2.004183
521	8.568047	0.868472	2.230065	8.629778	118.190752	10.402046	5.308508
552	7.120033	0.798159	2.524830	9.485551	305.465015	10.086348	0.146222
530	8.966473	0.955506	1.981807	9.435432	276.560557	12.265412	5.117456
66	6.456349	0.714350	2.954851	8.899378	120.337195	11.860929	1.770946
484	6.891768	0.717231	2.939916	8.210158	121.209429	31.122393	0.742452
178	14.728530	0.993026	1.802852	5.420700	346.659895	16.388925	4.377729
450	11.679710	0.872520	2.195598	5.808144	193.567699	14.091144	3.951764
189	9.376105	0.995389	1.881405	9.492771	192.660537	10.436340	5.513319
431	10.722002	0.989532	1.855745	8.032145	303.199892	20.517627	4.618588
575	18.879916	1.146300	1.459019	5.045985	336.812144	27.697531	5.048420
402	11.327997	0.833444	2.375303	5.507358	346.500266	21.767321	1.772075
351	8.899381	0.873977	2.204286	8.317509	288.344546	23.124248	1.114886
57	18.661575	1.133508	1.482366	5.025308	194.064896	37.124761	4.716252
541	13.694708	0.977817	1.845834	5.804040	120.875179	20.447664	5.069492
188	7.402320	0.732145	2.853225	7.743669	294.286729	25.419685	6.223527
537	10.719209	1.024781	1.783299	8.459476	239.601062	33.509590	2.592553
239	11.858652	1.094848	1.631832	8.259806	206.055502	21.896283	2.337459
270	11.283306	0.874579	2.183124	6.121347	326.588596	28.662601	4.878347
520	6.601813	0.710955	2.977041	8.560896	127.799371	35.870911	2.141332
417	13.454048	1.001277	1.787288	6.186245	223.156276	38.485619	5.848121
392	9.477159	0.805166	2.475417	6.626998	102.838411	14.412204	5.393566
443	7.318110	0.775328	2.618591	8.732457	217.165160	37.797629	2.695449
41	10.935462	1.023573	1.780220	8.248164	114.075819	24.763489	4.717862
287	7.149655	0.788192	2.565146	9.246117	129.704479	17.747332	4.740933
372	9.822862	0.942181	1.988453	8.288064	129.381562	283.654302	0.647946
507	8.553723	0.818590	2.411689	7.841543	262.302576	492.013030	5.670907
389	11.227205	0.825961	2.413648	5.468374	286.511220	297.047238	3.174594
400	10.069199	0.854845	2.257239	6.838579	245.842191	231.500644	5.192785
561	15.159462	1.113615	1.544464	6.326012	340.543137	353.360342	2.010931
505	9.084963	0.759467	2.736484	6.219948	193.717645	196.058248	5.626738
369	8.975969	0.986767	1.913248	9.865053	171.428022	130.345331	2.445426
258	12.926972	1.045350	1.698430	6.965489	317.149782	151.551889	0.068095
422	11.919570	1.215490	1.465240	9.460233	155.898960	151.218336	5.688683
349	8.524193	0.835487	2.345429	8.155693	340.805635	160.761077	0.573571
513	7.530163	0.805322	2.484103	8.974057	103.038619	155.530869	2.006307
27	14.418641	1.203093	1.426541	7.513185	342.469707	356.349898	5.969415
198	9.199260	0.867543	2.219349	7.884519	110.789978	172.752034	5.972841
573	11.873735	1.022359	1.762393	7.462588	322.785778	238.266913	3.603017
571	10.416569	0.817510	2.432276	5.976215	231.925277	458.715364	3.969950
426	11.200812	1.075890	1.678986	8.612261	348.241199	289.584656	2.817666
219	9.620632	0.800020	2.505500	6.403862	118.449141	367.023095	1.842298
133	13.867737	0.924221	2.018777	5.121580	238.463571	168.927948	2.065060
95	6.969985	0.723813	2.898768	8.227361	342.325634	176.915608	4.225558
104	15.290021	1.071133	1.620034	5.885553	230.774461	116.347447	4.727309
218	0.936608	0.304938	24.106879	10.775226	297.894761	10.506805	2.438944
428	0.593807	0.234327	24.308929	17.970319	297.404536	10.835771	4.041899
161	0.601663	0.234919	23.722966	18.109527	122.801526	10.531031	2.879288
278	0.801468	0.262673	15.552381	19.561449	223.605076	10.266108	3.428211
138	1.095717	0.318298	10.231849	20.891370	114.389690	10.361908	5.915398
203	0.460867	0.208895	23.924778	24.637781	237.382221	11.382336	2.425954
572	0.829121	0.264410	16.422762	17.744505	210.382625	10.619001	6.039338
119	0.696349	0.255716	24.499822	14.844347	321.926046	11.092810	5.688486
429	0.498913	0.215986	24.454300	21.927793	187.728753	11.510252	1.230192
263	0.773029	0.265934	22.795142	14.062484	129.266754	12.071184	0.435810
383	0.978318	0.283081	14.416733	16.584571	135.747921	10.117936	0.633207
206	1.266095	0.318514	15.776466	11.176846	290.377658	12.398231	0.114491
379	1.012105	0.313130	22.767050	10.380261	254.554516	11.883701	0.593403
115	0.701447	0.256602	14.753830	24.439726	125.280669	10.245277	4.291458
182	0.862233	0.282332	12.542391	22.539702	121.026702	12.620736	0.447291
458	0.671966	0.243297	18.352019	20.439613	275.242283	12.762617	2.004183
393	0.657440	0.246536	24.042322	16.134294	118.190752	10.183234	5.308508
548	0.927748	0.286100	20.440447	12.599415	305.465015	10.830633	0.146222
71	1.020127	0.294190	18.550918	12.346556	276.560557	12.418604	5.117456
411	1.385510	0.326028	11.457647	13.753643	120.337195	12.244779	1.770946
183	0.710567	0.248464	19.225108	18.238400	121.209429	15.535631	0.742452
479	0.516546	0.219703	24.850808	20.718939	346.659895	16.280480	4.377729
59	0.981549	0.293204	12.101260	19.902961	193.567699	21.114163	3.951764
302	0.936390	0.279450	17.774945	14.199008	192.660537	24.535690	5.513319
3	0.478636	0.212129	23.160596	24.322979	303.199892	28.547643	4.618588
464	0.582739	0.229420	21.111529	21.068454	336.812144	21.067409	5.048420
565	0.672677	0.243421	20.455236	18.315311	346.500266	23.876041	1.772075
156	0.645069	0.239106	20.537261	19.175811	288.344546	32.424128	1.114886
441	0.939468	0.277847	15.392367	16.294001	194.064896	11.100496	4.716252
