3	311.407291	311.445906
7	297.190889	297.564661
14	276.669476	276.919477
17	154.723807	154.882769
27	142.558019	142.949094
30	185.549182	186.047702
37	276.371335	276.697141
41	273.176805	273.509128
42	117.338744	117.499582
47	222.282925	222.555261
50	142.589206	142.591823
52	278.105936	278.275897
55	133.227811	133.324919
57	363.064526	363.104325
59	281.125952	281.160996
62	343.282628	343.371261
66	228.406924	228.593541
69	249.434633	249.999352
71	287.356767	288.076098
77	273.427121	273.448630
95	311.251306	311.553136
100	160.377642	160.402002
101	180.669813	180.761934
103	132.958638	132.987213
104	336.048845	336.241939
115	367.965939	368.562621
119	316.026679	316.103703
121	312.491430	312.502816
133	383.641532	383.689831
135	131.972911	132.188415
138	326.390974	326.464402
139	254.110126	254.158686
140	290.232654	290.509904
142	163.286050	163.636619
144	292.987037	293.013457
156	310.160851	310.239822
161	241.764492	242.167427
168	168.586466	168.646372
172	320.736603	321.255014
174	254.792829	254.797743
178	274.826837	274.929986
181	345.289707	345.343436
182	373.162668	373.188613
183	396.718414	397.679889
186	170.479198	170.514269
188	131.921865	132.162407
189	119.863234	119.882080
198	382.920300	382.998376
203	320.532950	321.116629
206	210.394257	210.451847
213	313.513119	314.353918
218	254.294065	254.329430
219	210.800213	211.152263
226	343.954384	344.311644
227	125.195988	125.468488
239	255.690333	256.015608
251	207.120448	207.126262
257	288.494621	288.671701
258	245.468609	245.657301
259	198.833731	199.121429
